idno,psu,stratify,TVTOT,TRSTPLC,VOTE,LRSCALE,STFLIFE,STFECO,STFGOV,HEALTH,GNDR,AGEA,EISCED,DWEIGHT,PSPWGHT,male,agecat,marcat,voted_lastelection,lr3cat
4154,306,Volga FO,7,9,1,88,3,,,4,2,76,2,0.69,0.98,0,4,1,1,
4155,306,Volga FO,4,8,1,88,3,,6,4,2,47,5,0.35,0.22,0,3,2,1,
4156,306,Volga FO,4,3,1,88,6,,8,2,2,26,7,0.69,0.61,0,1,3,1,
4157,306,Volga FO,5,4,1,5,6,,7,2,1,30,5,0.69,0.59,1,2,1,1,2
4158,306,Volga FO,7,7,1,88,2,,9,4,2,78,7,0.35,0.18,0,4,2,1,
4159,306,Volga FO,6,0,1,88,2,,2,3,1,50,5,0.35,0.38,1,3,2,1,
4161,306,Volga FO,6,7,1,5,7,7,4,2,1,20,4,1.38,1.19,1,1,3,1,2
4162,306,Volga FO,4,6,1,5,6,3,7,3,1,52,5,0.69,0.76,1,3,1,1,2
4163,306,Volga FO,3,3,1,88,6,4,5,3,2,46,4,0.42,0.27,0,3,3,1,
4164,306,Volga FO,4,3,1,88,5,8,7,2,2,46,7,0.42,0.26,0,3,3,1,
4165,306,Volga FO,2,3,1,5,7,4,4,3,2,46,7,0.85,0.52,0,3,1,1,2
4166,306,Volga FO,3,3,1,88,6,7,7,2,2,46,7,0.42,0.26,0,3,2,1,
4167,306,Volga FO,2,8,1,8,7,7,4,3,1,24,7,2.11,2.02,1,1,3,1,3
4168,306,Volga FO,3,3,1,5,5,7,6,3,2,45,7,0.85,0.52,0,3,1,1,2
4169,306,Volga FO,2,2,2,88,5,7,7,3,2,38,5,0.85,0.55,0,2,1,0,
4170,306,Volga FO,1,2,1,5,8,7,7,3,1,75,4,0.42,0.34,1,4,2,1,2
4172,306,Volga FO,2,2,2,5,3,1,3,3,1,25,4,1.69,1.45,1,1,3,0,2
4201,307,Volga FO,7,2,1,2,3,4,4,3,1,68,7,0.82,0.96,1,4,1,1,1
4208,307,Volga FO,7,2,1,10,1,0,0,3,1,84,7,0.41,0.48,1,4,2,1,3
4214,307,Volga FO,3,8,1,6,4,6,7,4,1,71,1,0.42,0.47,1,4,2,1,3
4219,307,Volga FO,7,,1,0,2,1,4,3,2,65,7,0.42,0.22,0,4,2,1,1
4223,307,Volga FO,0,8,2,2,0,0,0,4,2,67,7,0.42,0.22,0,4,2,0,1
4232,307,Volga FO,1,1,2,2,3,3,2,5,1,87,1,0.41,0.46,1,4,2,0,1
4234,307,Volga FO,3,4,2,3,3,3,2,4,1,81,1,0.41,0.46,1,4,2,0,1
4235,307,Volga FO,4,6,1,5,7,7,8,3,2,57,5,0.41,0.32,0,3,,1,2
4236,307,Volga FO,4,9,1,1,2,2,3,4,2,63,5,0.82,0.64,0,4,1,1,1
4237,307,Volga FO,0,1,1,2,4,2,3,2,2,19,2,0.41,0.43,0,1,3,1,1
4238,307,Volga FO,4,,2,5,5,5,7,3,1,30,5,0.82,0.7,1,2,1,0,2
4239,307,Volga FO,2,2,1,88,,2,3,3,1,26,5,0.41,0.35,1,1,,1,
4240,307,Volga FO,3,3,1,5,5,3,8,5,2,73,7,1.27,0.66,0,4,1,1,2
4242,307,Volga FO,0,6,1,5,9,3,3,2,1,26,7,1.27,1.21,1,1,1,1,2
4243,307,Volga FO,6,1,2,5,8,5,5,3,2,71,5,0.42,0.33,0,4,2,0,2
4244,307,Volga FO,4,8,2,4,3,3,4,5,1,71,1,0.42,0.47,1,4,,0,1
4246,307,Volga FO,0,1,2,5,3,4,7,4,1,38,1,0.85,1.17,1,2,2,0,2
4248,307,Volga FO,5,5,1,88,4,0,0,1,1,56,7,1.27,1.49,1,3,1,1,
4251,308,Volga FO,4,2,1,4,5,3,10,3,1,35,4,1.45,1.6,1,2,3,1,1
4253,308,Volga FO,3,3,1,88,9,6,6,3,1,36,7,0.97,0.75,1,2,1,1,
4254,308,Volga FO,,2,1,88,7,5,8,3,2,46,5,1.45,0.94,0,3,2,1,
4255,308,Volga FO,2,1,1,88,8,4,4,2,1,23,5,0.97,0.83,1,1,1,1,
4256,308,Volga FO,3,2,1,88,10,4,4,,1,66,7,1.45,1.71,1,4,1,1,
4258,308,Volga FO,3,2,1,4,8,7,5,3,1,46,5,0.97,1.07,1,3,1,1,1
4260,308,Volga FO,4,5,1,5,5,5,5,3,1,49,7,1.45,1.13,1,3,1,1,2
4261,308,Volga FO,2,2,2,88,8,9,6,3,1,24,4,0.97,0.83,1,1,3,0,
4262,308,Volga FO,4,0,2,88,7,7,7,3,1,52,4,0.97,1.07,1,3,1,0,
4263,308,Volga FO,2,1,1,5,8,6,8,3,1,52,5,0.97,1.07,1,3,1,1,2
4264,308,Volga FO,2,7,1,8,7,2,0,2,1,44,2,1.94,2.68,1,2,1,1,3
4265,308,Volga FO,4,1,1,7,4,4,4,4,2,47,4,0.97,0.63,0,3,1,1,3
4267,308,Volga FO,,4,1,6,6,1,1,3,2,37,4,0.97,0.63,0,2,1,1,3
4268,308,Volga FO,2,,1,4,3,0,2,3,2,45,4,1.45,0.94,0,3,1,1,1
4269,308,Volga FO,2,3,1,5,5,5,5,3,1,44,4,1.45,1.6,1,2,1,1,2
4270,308,Volga FO,6,6,1,10,8,3,3,3,2,49,7,2.42,1.48,0,3,1,1,3
4272,308,Volga FO,0,0,1,9,3,1,2,3,2,34,7,2.42,2.12,0,2,3,1,3
4274,308,Volga FO,4,4,1,88,0,1,,3,2,43,5,0.97,0.63,0,2,1,1,
4299,308,Volga FO,7,3,1,5,10,0,2,2,2,48,5,1.94,1.25,0,3,1,1,2
4300,308,Volga FO,5,2,1,88,9,7,7,3,2,46,4,1.45,0.94,0,3,1,1,
4301,309,Volga FO,7,4,1,5,0,2,5,4,1,37,4,1.29,1.42,1,2,1,1,2
4302,309,Volga FO,7,2,1,5,0,3,5,3,1,48,5,2.58,2.85,1,3,1,1,2
4303,309,Volga FO,5,10,1,4,6,3,6,3,2,33,7,1.29,1.13,0,2,1,1,1
4306,309,Volga FO,5,8,1,88,2,3,6,3,1,51,5,1.29,1.42,1,3,1,1,
4307,309,Volga FO,4,7,1,8,9,2,5,3,2,43,7,1.29,0.79,0,2,2,1,3
4308,309,Volga FO,3,4,1,2,4,5,5,2,2,27,6,1.29,1.13,0,1,1,1,1
4309,309,Volga FO,3,3,1,2,4,5,5,2,2,74,6,1.29,0.67,0,4,1,1,1
4311,309,Volga FO,7,4,1,8,8,7,5,2,1,42,5,1.29,1.42,1,2,1,1,3
4312,309,Volga FO,5,8,1,88,2,3,6,3,1,52,5,1.94,2.14,1,3,1,1,
4313,309,Volga FO,3,3,1,2,4,5,5,2,1,52,6,1.29,1,1,3,1,1,1
4316,309,Volga FO,4,6,1,8,9,2,5,3,1,20,4,1.94,1.66,1,1,3,1,3
4317,309,Volga FO,5,0,1,4,6,3,6,3,2,57,7,2.58,1.33,0,3,1,1,1
4318,309,Volga FO,3,2,1,5,6,3,6,3,2,43,7,0.65,0.39,0,2,2,1,2
4319,309,Volga FO,7,4,1,8,8,7,5,2,2,38,7,2.58,1.58,0,2,1,1,3
4320,309,Volga FO,7,8,3,8,8,7,5,2,1,18,4,2.58,2.21,1,1,2,0,3
4321,309,Volga FO,5,8,1,88,5,3,6,3,2,38,5,1.94,1.25,0,2,3,1,
4322,309,Volga FO,4,7,1,8,9,2,5,3,2,49,7,1.29,0.79,0,3,2,1,3
4323,309,Volga FO,7,3,1,4,1,2,5,3,1,43,4,1.29,1.42,1,2,1,1,1
4351,310,Volga FO,3,5,1,88,9,3,4,3,1,48,5,2,2.2,1,3,1,1,
4352,310,Volga FO,4,5,1,5,3,4,4,3,2,19,4,2.66,2.01,0,1,3,1,2
4354,310,Volga FO,5,2,1,5,7,4,3,3,2,54,7,3.33,2.04,0,3,1,1,2
4356,310,Volga FO,7,2,2,7,7,3,8,2,2,21,4,1.33,1,0,1,3,0,3
4357,310,Volga FO,1,0,2,88,7,3,3,3,2,26,7,1.33,1.17,0,1,1,0,
4362,310,Volga FO,4,2,2,5,5,3,2,2,2,20,4,2,1.51,0,1,3,0,2
4364,310,Volga FO,6,1,1,5,4,3,3,3,2,20,4,1.94,1.46,0,1,3,1,2
4365,310,Volga FO,5,3,1,88,5,2,3,3,2,49,7,1.94,1.18,0,3,1,1,
4366,310,Volga FO,4,2,2,5,8,4,5,1,1,21,7,0.65,0.62,1,1,3,0,2
4368,310,Volga FO,2,5,1,3,7,4,3,3,1,49,5,2.58,2.85,1,3,1,1,1
4369,310,Volga FO,7,7,1,88,7,5,5,4,2,80,2,0.65,0.92,0,4,2,1,
4370,310,Volga FO,1,7,1,6,9,6,7,2,1,36,7,1.29,1,1,2,1,1,3
4371,310,Volga FO,5,4,1,6,8,6,6,3,1,60,4,1.29,1.04,1,4,1,1,3
4372,310,Volga FO,3,4,1,88,5,4,4,4,1,56,5,1.94,1.56,1,3,1,1,
4373,310,Volga FO,5,6,2,6,9,5,4,3,2,20,4,1.29,0.97,0,1,3,0,3
4374,310,Volga FO,5,2,,88,6,5,5,1,2,22,5,1.94,1.46,0,1,3,,
4401,311,Volga FO,5,5,2,5,5,4,3,4,2,41,5,1.57,1.01,0,2,1,0,2
4402,311,Volga FO,7,5,1,9,5,3,3,4,2,61,2,0.52,0.74,0,4,2,1,3
4405,311,Volga FO,2,3,2,88,5,3,4,2,2,43,4,1.04,0.68,0,2,1,0,
4406,311,Volga FO,6,6,1,88,2,,3,4,2,65,2,0.52,0.74,0,4,2,1,
4407,311,Volga FO,5,2,1,5,5,3,3,3,1,77,7,1.04,1.23,1,4,1,1,2
4410,311,Volga FO,4,1,1,4,4,3,4,3,1,64,2,0.52,0.59,1,4,2,1,1
4411,311,Volga FO,4,3,2,5,6,3,4,3,2,49,2,1.04,1.03,0,3,2,0,2
4412,311,Volga FO,4,5,1,88,7,3,3,3,2,51,5,1.57,1.01,0,3,1,1,
4413,311,Volga FO,6,2,2,5,5,4,3,3,1,34,2,1.04,1.28,1,2,1,0,2
4414,311,Volga FO,4,2,1,3,1,1,1,3,2,58,2,1.04,1.49,0,3,1,1,1
4415,311,Volga FO,7,4,1,8,4,2,2,4,2,71,1,0.52,0.74,0,4,2,1,3
4416,311,Volga FO,3,2,1,5,5,5,3,3,2,38,2,1.04,1.03,0,2,2,1,2
4417,311,Volga FO,1,2,1,5,8,7,8,3,1,54,5,0.52,0.58,1,3,2,1,2
4418,311,Volga FO,7,2,2,7,5,4,5,3,1,21,4,1.04,0.9,1,1,1,0,3
4419,311,Volga FO,0,1,3,88,8,5,4,1,1,18,4,1.04,0.9,1,1,3,0,
4421,311,Volga FO,0,10,1,10,10,4,4,3,2,82,5,0.52,0.41,0,4,2,1,3
4423,311,Volga FO,1,1,1,5,5,2,3,3,1,72,1,0.52,0.59,1,4,2,1,2
4451,312,Volga FO,7,8,1,88,5,,8,4,2,71,2,0.45,0.64,0,4,2,1,
4452,312,Volga FO,0,4,1,88,6,4,3,3,1,22,7,1.34,1.29,1,1,3,1,
4454,312,Volga FO,7,0,3,5,5,5,5,2,2,15,2,1.34,1.41,0,1,3,0,2
4455,312,Volga FO,6,3,1,6,5,3,4,2,1,46,5,0.9,0.99,1,3,2,1,3
4456,312,Volga FO,5,5,1,5,7,5,6,2,2,37,5,0.9,0.58,0,2,2,1,2
4458,312,Volga FO,7,3,3,10,10,2,1,2,1,16,2,0.9,1.1,1,1,3,0,3
4463,312,Volga FO,3,8,2,5,3,4,4,3,2,20,4,1.18,0.89,0,1,3,0,2
4464,312,Volga FO,3,7,3,5,7,5,3,2,2,16,2,1.18,1.24,0,1,3,0,2
4465,312,Volga FO,4,0,1,88,1,2,3,2,1,36,7,1.18,0.92,1,2,1,1,
4471,312,Volga FO,7,5,1,5,6,5,5,3,1,20,4,1.78,1.52,1,1,3,1,2
4472,312,Volga FO,3,7,1,5,7,7,7,3,2,46,7,1.78,1.09,0,3,1,1,2
4473,312,Volga FO,7,4,3,3,4,4,3,3,2,16,2,1.18,1.24,0,1,3,0,1
4474,312,Volga FO,2,3,2,3,6,4,4,3,1,33,7,0.45,0.43,1,2,3,0,1
4475,312,Volga FO,2,2,1,5,3,0,1,3,2,52,7,0.9,0.55,0,3,1,1,2
4476,312,Volga FO,7,3,1,4,6,3,1,3,2,48,5,0.9,0.58,0,3,1,1,1
4478,312,Volga FO,5,3,1,4,2,0,0,3,1,47,5,1.18,1.31,1,3,1,1,1
4501,313,Volga FO,1,3,1,2,1,2,2,2,1,81,5,0.93,0.75,1,4,1,1,1
4502,313,Volga FO,7,6,1,5,2,0,5,3,2,53,5,0.93,0.6,0,3,2,1,2
4503,313,Volga FO,7,4,1,5,8,6,6,2,1,27,4,0.47,0.4,1,1,3,1,2
4504,313,Volga FO,3,5,1,7,4,7,7,3,2,47,7,0.47,0.29,0,3,2,1,3
4505,313,Volga FO,4,5,1,5,8,8,7,2,2,46,5,0.93,0.6,0,3,1,1,2
4506,313,Volga FO,3,4,1,4,6,5,5,3,2,48,5,0.47,0.3,0,3,2,1,1
4507,313,Volga FO,6,6,1,2,5,4,4,4,2,65,4,0.47,0.36,0,4,2,1,1
4508,313,Volga FO,7,5,1,5,7,5,5,3,2,36,5,1.4,0.91,0,2,2,1,2
4509,313,Volga FO,3,5,1,8,8,7,7,2,2,41,5,1.87,1.21,0,2,1,1,3
4510,313,Volga FO,3,5,1,5,5,5,5,3,2,51,7,1.4,0.86,0,3,1,1,2
4511,313,Volga FO,3,4,1,10,3,5,5,4,2,75,5,0.47,0.36,0,4,3,1,3
4512,313,Volga FO,7,4,2,5,7,3,3,2,1,37,7,0.93,0.73,1,2,1,0,2
4513,313,Volga FO,5,2,1,88,10,3,3,2,1,27,4,1.07,0.92,1,1,1,1,
4514,313,Volga FO,2,2,1,88,8,5,6,3,1,35,7,1.07,0.83,1,2,1,1,
4515,313,Volga FO,7,5,1,0,5,10,10,2,1,41,4,1.6,1.77,1,2,1,1,1
4516,313,Volga FO,5,9,1,88,5,3,3,3,2,30,4,1.07,0.81,0,2,2,1,
4517,313,Volga FO,7,0,2,7,6,0,0,3,1,40,5,0.53,0.59,1,2,3,0,3
4518,313,Volga FO,7,0,1,88,10,1,1,2,1,76,2,1.07,1.2,1,4,1,1,
4519,313,Volga FO,6,3,1,88,8,5,3,3,1,62,4,1.07,0.86,1,4,1,1,
4521,313,Volga FO,3,8,2,88,6,6,6,3,2,28,4,0.53,0.4,0,1,1,0,
4551,314,Volga FO,5,2,1,5,5,3,5,2,1,29,7,0.85,0.81,1,1,1,1,2
4552,314,Volga FO,7,5,1,2,3,3,3,,2,25,5,0.85,0.64,0,1,1,1,1
4553,314,Volga FO,0,5,2,3,6,4,4,4,2,76,1,0.85,1.2,0,4,1,0,1
4554,314,Volga FO,7,0,1,6,6,3,2,3,1,22,7,0.42,0.4,1,1,3,1,3
4555,314,Volga FO,7,5,3,8,5,7,5,3,2,15,2,0.85,0.89,0,1,3,0,3
4557,314,Volga FO,,7,,7,7,5,4,5,2,39,4,0.85,0.55,0,2,3,,3
4558,314,Volga FO,7,5,2,3,7,4,7,5,2,60,2,0.85,1.2,0,4,1,0,1
4559,314,Volga FO,7,4,1,7,8,2,2,3,2,30,7,0.85,0.74,0,2,2,1,3
4560,314,Volga FO,5,8,3,3,6,7,5,5,1,17,4,1.27,1.09,1,1,3,0,1
4561,314,Volga FO,7,6,1,7,6,6,5,3,2,73,1,0.85,1.2,0,4,1,1,3
4562,314,Volga FO,7,7,1,5,7,4,5,3,2,73,5,0.85,0.66,0,4,1,1,2
4563,314,Volga FO,3,4,1,5,7,5,5,2,2,28,7,1.25,1.1,0,1,1,1,2
4565,314,Volga FO,7,4,1,5,7,3,5,3,1,49,5,1.25,1.38,1,3,1,1,2
4566,314,Volga FO,7,4,1,5,6,6,6,3,1,48,5,1.88,2.07,1,3,1,1,2
4567,314,Volga FO,6,0,2,8,7,2,2,3,1,34,4,1.25,1.07,1,2,1,0,3
4570,314,Volga FO,7,5,2,4,6,7,7,2,2,26,7,1.25,1.1,0,1,3,0,1
4571,314,Volga FO,7,3,1,3,5,5,6,2,1,29,7,1.25,1.2,1,1,1,1,1
4573,314,Volga FO,7,6,1,88,5,4,4,2,2,30,4,1.88,1.42,0,2,1,1,
4601,315,Volga FO,1,5,2,88,4,0,2,3,1,24,5,1.01,0.87,1,1,1,0,
4602,315,Volga FO,6,6,1,88,4,3,3,3,2,60,7,2.03,1.05,0,4,1,1,
4603,315,Volga FO,2,0,1,88,2,0,0,,2,37,5,0.51,0.33,0,2,2,1,
4604,315,Volga FO,2,0,2,5,3,0,0,3,2,44,5,1.52,0.98,0,2,2,0,2
4605,315,Volga FO,7,,1,88,8,,,3,2,74,2,1.01,1.44,0,4,2,1,
4606,315,Volga FO,2,,1,88,4,,,2,2,29,5,1.01,0.76,0,1,1,1,
4607,315,Volga FO,7,0,1,88,5,5,10,3,1,67,4,0.51,0.41,1,4,2,1,
4609,315,Volga FO,5,3,1,5,4,3,,3,2,59,7,0.51,0.26,0,3,2,1,2
4611,315,Volga FO,4,,1,5,3,3,5,3,2,75,5,1.01,0.79,0,4,2,1,2
4612,315,Volga FO,4,0,2,5,0,0,0,3,1,61,5,1.52,1.23,1,4,1,0,2
4614,315,Volga FO,6,10,1,88,5,5,5,3,2,75,5,1.02,0.79,0,4,1,1,
4615,315,Volga FO,2,6,1,10,10,4,4,3,2,57,7,1.02,0.52,0,3,2,1,3
4616,315,Volga FO,5,0,1,88,5,0,5,4,2,70,4,1.52,1.19,0,4,2,1,
4617,315,Volga FO,6,5,1,8,4,2,2,3,2,66,5,0.51,0.4,0,4,2,1,3
4618,315,Volga FO,3,3,1,88,7,5,3,2,1,45,5,1.52,1.68,1,3,1,1,
4620,315,Volga FO,6,0,1,88,10,,,5,2,87,1,1.02,1.44,0,4,1,1,
4621,315,Volga FO,4,3,1,5,3,2,3,3,2,30,7,1.02,0.89,0,2,1,1,2
4651,316,Volga FO,0,5,2,5,6,,9,1,1,19,4,0.93,0.8,1,1,3,0,2
4652,316,Volga FO,2,3,1,6,,1,2,3,1,64,4,0.93,0.75,1,4,1,1,3
4654,316,Volga FO,6,5,1,5,0,0,3,3,2,68,4,0.47,0.36,0,4,2,1,2
4655,316,Volga FO,3,4,3,88,1,0,0,1,2,18,4,0.93,0.7,0,1,3,0,
4656,316,Volga FO,2,4,1,88,7,2,6,2,2,73,7,0.47,0.24,0,4,2,1,
4657,316,Volga FO,6,1,1,2,6,4,5,3,1,40,7,0.93,0.73,1,2,1,1,1
4658,316,Volga FO,7,3,1,5,6,2,5,3,2,65,5,0.47,0.36,0,4,2,1,2
4659,316,Volga FO,6,6,2,5,6,6,6,2,1,42,5,0.93,1.03,1,2,1,0,2
4660,316,Volga FO,1,3,2,88,6,4,5,3,2,21,4,1.87,1.41,0,1,3,0,
4661,316,Volga FO,1,7,1,5,,4,2,2,2,37,2,0.93,0.92,0,2,3,1,2
4662,316,Volga FO,2,2,1,5,4,3,3,2,1,35,2,0.93,1.29,1,2,2,1,2
4663,316,Volga FO,7,4,2,88,2,3,3,4,1,80,7,0.93,1.1,1,4,1,0,
4664,316,Volga FO,7,,2,88,5,3,3,4,2,80,2,0.43,0.61,0,4,2,0,
4665,316,Volga FO,1,6,1,88,5,4,4,3,1,53,4,1.29,1.43,1,3,1,1,
4666,316,Volga FO,3,1,2,88,3,3,3,2,1,34,4,0.86,0.74,1,2,1,0,
4667,316,Volga FO,6,,2,5,5,5,1,4,2,84,1,0.43,0.61,0,4,2,0,2
4668,316,Volga FO,4,4,1,88,4,2,5,3,2,42,5,0.86,0.56,0,2,2,1,
4669,316,Volga FO,6,5,1,88,5,2,2,3,2,59,4,0.43,0.34,0,3,2,1,
4670,316,Volga FO,3,2,1,88,1,0,1,3,2,20,4,0.86,0.65,0,1,3,1,
4671,316,Volga FO,2,7,1,88,4,2,2,2,1,60,5,0.43,0.35,1,4,2,1,
4672,316,Volga FO,7,6,2,88,3,7,7,4,1,54,2,0.43,0.6,1,3,3,0,
4673,316,Volga FO,1,3,1,7,9,3,7,2,1,30,5,0.86,0.74,1,2,1,1,3
4674,316,Volga FO,2,5,2,88,5,4,4,2,1,29,4,0.86,0.74,1,1,3,0,
4675,316,Volga FO,7,,1,5,2,3,4,3,1,58,5,0.86,0.7,1,3,1,1,2
4676,316,Volga FO,7,4,2,88,5,5,5,2,2,25,6,0.86,0.76,0,1,3,0,
4701,317,Volga FO,6,8,1,7,7,6,8,3,2,26,2,1.45,1.51,0,1,1,1,3
4702,317,Volga FO,2,4,1,8,7,2,3,2,1,19,4,0.96,0.83,1,1,3,1,3
4703,317,Volga FO,6,7,1,7,4,6,8,3,2,63,2,0.48,0.69,0,4,2,1,3
4704,317,Volga FO,7,5,1,8,6,7,8,2,2,58,5,0.48,0.38,0,3,2,1,3
4705,317,Volga FO,7,7,1,8,7,5,7,3,2,65,7,0.96,0.5,0,4,1,1,3
4706,317,Volga FO,3,4,1,8,3,5,8,3,2,52,4,1.93,1.25,0,3,1,1,3
4707,317,Volga FO,4,2,1,88,1,3,5,3,1,53,4,0.96,1.06,1,3,1,1,
4708,317,Volga FO,7,0,1,1,3,3,5,3,1,46,4,0.48,0.53,1,3,,1,1
4709,317,Volga FO,7,6,1,6,9,4,5,3,1,81,5,0.96,0.78,1,4,1,1,3
4710,317,Volga FO,6,3,1,6,5,6,7,3,2,61,4,0.48,0.38,0,4,2,1,3
4711,317,Volga FO,4,4,1,7,3,4,4,3,2,58,4,0.48,0.38,0,3,2,1,3
4731,317,Volga FO,7,10,1,6,9,5,7,3,1,66,2,1.33,1.49,1,4,1,1,3
4732,317,Volga FO,7,7,1,7,8,3,8,4,1,81,1,1.33,1.49,1,4,1,1,3
4733,317,Volga FO,7,1,1,9,0,5,1,4,2,65,4,1.33,1.04,0,4,2,1,3
4734,317,Volga FO,6,4,1,7,5,7,7,3,2,42,4,1.99,1.29,0,2,1,1,3
4735,317,Volga FO,6,1,1,6,4,3,8,4,1,65,2,1.33,1.49,1,4,1,1,3
4736,317,Volga FO,6,2,1,8,6,3,7,3,2,57,4,1.99,1.56,0,3,2,1,3
4737,317,Volga FO,7,5,1,7,10,,7,3,2,59,4,0.66,0.52,0,3,2,1,3
4738,317,Volga FO,7,7,2,7,8,7,7,3,2,73,5,1.33,1.04,0,4,1,0,3
4774,318,Volga FO,4,5,1,7,6,5,4,4,2,32,7,2.43,2.13,0,2,3,1,3
4775,318,Volga FO,3,0,1,88,5,5,5,2,1,26,7,0.49,0.47,1,1,3,1,
4776,318,Volga FO,4,6,2,88,7,0,0,2,2,24,7,0.97,0.85,0,1,1,0,
4777,318,Volga FO,4,0,2,88,8,3,3,3,2,28,7,0.49,0.43,0,1,3,0,
4778,318,Volga FO,6,5,1,5,5,5,5,3,2,25,7,3.06,2.68,0,1,3,1,2
4779,318,Volga FO,6,2,1,5,5,0,0,3,2,42,5,2.29,1.48,0,2,1,1,2
4780,318,Volga FO,4,2,2,88,5,1,1,2,1,48,7,1.95,1.51,1,3,3,0,
4781,318,Volga FO,6,4,,4,5,4,7,2,1,53,4,1.95,2.15,1,3,1,,1
4782,318,Volga FO,4,5,1,5,4,3,3,3,2,28,7,1.46,1.28,0,1,3,1,2
4783,318,Volga FO,6,2,2,88,3,3,4,3,2,53,7,1.95,1.19,0,3,1,0,
4784,318,Volga FO,2,5,1,5,3,2,2,4,2,30,7,0.97,0.85,0,2,1,1,2
4785,318,Volga FO,5,7,2,6,7,6,8,2,2,52,5,2.92,1.89,0,3,1,0,3
4801,319,Volga FO,1,7,2,88,7,3,4,2,1,28,4,1.89,1.62,1,1,1,0,
4802,319,Volga FO,3,0,1,88,10,4,2,4,1,56,5,0.94,0.76,1,3,1,1,
4803,319,Volga FO,4,4,1,88,3,,,3,1,71,1,1.89,2.12,1,4,1,1,
4804,319,Volga FO,,,3,88,7,,9,3,1,17,4,1.89,1.62,1,1,3,0,
4805,319,Volga FO,4,3,1,88,3,,,,1,71,1,0.94,1.06,1,4,1,1,
4807,319,Volga FO,2,0,1,88,7,2,4,3,2,23,4,2.36,1.78,0,1,1,1,
4808,319,Volga FO,2,3,1,88,1,1,,4,1,74,5,0.94,0.76,1,4,1,1,
4809,319,Volga FO,,,1,88,,,,,2,70,2,0.47,0.67,0,4,2,1,
4810,319,Volga FO,4,,1,2,3,4,7,4,1,72,7,0.94,1.11,1,4,1,1,1
4811,319,Volga FO,4,2,1,88,10,0,1,3,1,26,4,1.89,1.62,1,1,1,1,
4812,319,Volga FO,1,8,2,88,5,,7,4,2,64,4,0.94,0.74,0,4,,0,
4822,319,Volga FO,,10,1,88,,1,,,1,47,2,2.32,3.21,1,3,1,1,
4823,319,Volga FO,,,1,88,,7,7,3,2,44,2,2.32,2.3,0,2,1,1,
4824,319,Volga FO,5,,1,5,7,,,,1,67,1,0.77,0.87,1,4,,1,2
4825,319,Volga FO,0,1,1,5,9,8,3,3,1,34,4,1.55,1.33,1,2,1,1,2
4826,319,Volga FO,7,4,1,7,5,6,2,3,1,46,5,1.55,1.71,1,3,3,1,3
4827,319,Volga FO,7,4,1,7,7,6,5,2,2,36,2,1.55,1.53,0,2,1,1,3
4831,320,Volga FO,7,8,1,8,7,,8,4,2,68,5,0.44,0.35,0,4,2,1,3
4832,320,Volga FO,7,2,2,88,5,0,0,2,1,50,4,0.44,0.49,1,3,2,0,
4833,320,Volga FO,4,5,2,88,5,1,1,2,1,37,5,2.67,2.94,1,2,3,0,
4837,320,Volga FO,7,5,1,88,7,,,3,2,63,5,0.89,0.69,0,4,1,1,
4838,320,Volga FO,5,0,1,88,6,0,1,3,2,55,4,0.89,0.69,0,3,1,1,
4839,320,Volga FO,5,0,2,0,5,0,0,2,1,20,4,0.89,0.76,1,1,3,0,1
4840,320,Volga FO,7,8,1,88,7,10,1,2,1,30,7,0.89,0.85,1,2,1,1,
4841,320,Volga FO,2,6,3,88,8,,5,2,2,18,4,1.33,1.01,0,1,3,0,
4851,320,Volga FO,7,1,1,5,1,4,4,3,1,31,4,1.94,1.67,1,2,3,1,2
4852,320,Volga FO,3,2,,8,9,4,3,3,1,31,5,1.94,1.67,1,2,1,,3
4853,320,Volga FO,6,3,1,88,5,5,5,3,2,40,5,1.94,1.26,0,2,3,1,
4854,320,Volga FO,7,0,1,5,5,2,0,3,1,44,4,1.3,1.43,1,2,3,1,2
4855,320,Volga FO,1,8,2,5,8,3,5,2,1,26,5,1.3,1.11,1,1,1,0,2
4856,320,Volga FO,3,7,1,88,5,7,5,3,1,53,4,2.59,2.86,1,3,1,1,
4857,320,Volga FO,3,0,1,88,7,2,2,3,2,46,4,1.3,0.84,0,3,1,1,
4858,320,Volga FO,0,0,2,88,5,0,0,3,1,60,4,1.3,1.05,1,4,1,0,
4871,321,Volga FO,2,10,1,7,8,7,7,3,1,21,5,1.6,1.38,1,1,3,1,3
4872,321,Volga FO,3,4,1,3,7,6,5,4,2,50,4,1.07,0.69,0,3,1,1,1
4873,321,Volga FO,6,2,1,88,8,2,2,2,2,27,4,0.53,0.4,0,1,,1,
4874,321,Volga FO,5,5,1,88,7,1,5,4,2,75,5,0.53,0.42,0,4,2,1,
4875,321,Volga FO,5,5,1,5,4,4,3,3,1,63,4,1.07,0.86,1,4,2,1,2
4876,321,Volga FO,5,7,1,88,6,7,5,3,1,35,4,1.07,1.18,1,2,1,1,
4877,321,Volga FO,2,10,1,7,8,7,7,3,2,81,1,0.53,0.76,0,4,2,1,3
4878,321,Volga FO,6,8,1,2,8,8,4,4,2,77,4,0.53,0.42,0,4,2,1,1
4879,321,Volga FO,5,7,1,88,6,6,7,3,2,30,5,0.53,0.4,0,2,2,1,
4881,321,Volga FO,5,2,1,7,8,7,7,3,2,61,4,0.53,0.42,0,4,2,1,3
